i	n	method	time	mu_1	mu_2	mu_3	mu_4	mu_1_ci_l	mu_2_ci_l	mu_3_ci_l	mu_4_ci_l	mu_1_ci_u	mu_2_ci_u	mu_3_ci_u	mu_4_ci_u	mu_1_bias	mu_2_bias	mu_3_bias	mu_4_bias	mu_1_coverage	mu_2_coverage	mu_3_coverage	mu_4_coverage	coverage
14	10000	gibbs	920.396	0.0101852666353393	4.9914760519014	9.98233586566549	20.0331872861453	-0.0310240985781	4.94985210909284	9.94302879499492	19.9941592053864	0.0501641355609165	5.03403164915307	10.021781988796	20.0725015003264	0.0101852666353393	-0.00852394809859991	-0.0176641343345096	0.0331872861452993	TRUE	TRUE	TRUE	TRUE	TRUE
14	10000	cavi	0.257000000000062	0.0102120737885612	4.99172040367285	9.98209688438885	20.0335355878025	-0.0295415216897995	4.9526197778435	9.94326345749482	19.9944371042247	0.049965669266922	5.03082102950219	10.0209303112829	20.0726340713804	0.0102120737885612	-0.00827959632715025	-0.0179031156111495	0.0335355878025005	TRUE	TRUE	TRUE	TRUE	TRUE
15	10000	gibbs	916.877	0.00487497225076253	5.02163073009358	9.98319379263471	20.0112178052002	-0.0350753468544383	4.98058793077165	9.94185132995477	19.9714364783354	0.0448949898189866	5.06296673594522	10.022938241104	20.0508255483907	0.00487497225076253	0.0216307300935803	-0.0168062073652901	0.0112178052002001	TRUE	TRUE	TRUE	TRUE	TRUE
15	10000	cavi	0.258000000000038	0.00517732188611836	5.02165154633009	9.98308173403593	20.0111237332481	-0.0340864231828871	4.98301476393593	9.94394191240658	19.9713713114506	0.0444410669551238	5.06028832872425	10.0222215556653	20.0508761550456	0.00517732188611836	0.0216515463300899	-0.0169182659640708	0.0111237332480982	TRUE	TRUE	TRUE	TRUE	TRUE
16	10000	gibbs	910.679	0.00962527403854515	5.01960813420032	10.0076346750969	19.9758405863898	-0.0315889091146779	4.97729908096776	9.96734839905644	19.9364706159067	0.0495214997687595	5.06111313192028	10.0480126251983	20.0149662077752	0.00962527403854515	0.01960813420032	0.00763467509690052	-0.0241594136101995	TRUE	TRUE	TRUE	TRUE	TRUE
16	10000	cavi	0.253000000000043	0.00994312167209259	5.01935655156353	10.0075139155787	19.9753882073699	-0.0293784306346843	4.98048253055204	9.9684024333886	19.9359188972945	0.0492646739788695	5.05823057257503	10.0466253977689	20.0148575174453	0.00994312167209259	0.0193565515635301	0.00751391557870029	-0.0246117926301004	TRUE	TRUE	TRUE	TRUE	TRUE
17	10000	gibbs	915.815	2.71855672894773e-05	4.95747163352749	10.0528322062055	19.9642570623972	-0.0397114690846833	4.91615041262043	10.0131019582373	19.9254363369758	0.0400442829363554	4.99971322058558	10.0920629874092	20.0046377314013	2.71855672894773e-05	-0.04252836647251	0.0528322062054993	-0.0357429376028016	TRUE	FALSE	FALSE	TRUE	FALSE
17	10000	cavi	0.25	-0.000143126504962559	4.95733636559255	10.0524309389771	19.9643214028422	-0.0393278947777581	4.91813919205034	10.0135231717818	19.9248360767638	0.039041641767833	4.99653353913475	10.0913387061724	20.0038067289205	-0.000143126504962559	-0.0426636344074502	0.0524309389770998	-0.0356785971578013	TRUE	FALSE	FALSE	TRUE	FALSE
18	10000	gibbs	915.877	0.0135816056999149	4.96696753175855	9.98760407964083	19.9723367377905	-0.0275828847392704	4.92528972097321	9.94777642160117	19.933343913894	0.0547923726740277	5.00922651532811	10.0278861779186	20.0115106090089	0.0135816056999149	-0.0330324682414496	-0.0123959203591699	-0.0276632622095008	TRUE	TRUE	TRUE	TRUE	TRUE
18	10000	cavi	0.259000000000015	0.0134974453721463	4.96712204482549	9.98784254309211	19.9724288686197	-0.0258242091468558	4.92766944804371	9.94893983322623	19.9333303928465	0.0528190998911483	5.00657464160727	10.026745252958	20.0115273443929	0.0134974453721463	-0.0328779551745102	-0.0121574569078895	-0.0275711313802987	TRUE	TRUE	TRUE	TRUE	TRUE
19	10000	gibbs	918.062	0.0184815375662557	4.9832615233205	10.0273340472736	19.9599473304189	-0.0212457222888329	4.9416568168084	9.98643958873024	19.9207743497728	0.057555476325508	5.02600657482265	10.0684582601369	20.0003134171657	0.0184815375662557	-0.0167384766794996	0.0273340472735999	-0.040052669581101	TRUE	TRUE	TRUE	TRUE	TRUE
19	10000	cavi	0.260999999999967	0.0186449045787415	4.98348986599614	10.0276103542297	19.9599158138069	-0.019583449351962	4.94425652281446	9.98742201031636	19.9207236514587	0.056873258509445	5.02272320917782	10.0677986981431	19.9991079761552	0.0186449045787415	-0.0165101340038598	0.0276103542297008	-0.0400841861930985	TRUE	TRUE	TRUE	FALSE	FALSE
20	10000	gibbs	918.956	-0.0261144643948203	5.0007952200351	9.99798603779131	19.9980411497388	-0.0667468613592683	4.95756821963267	9.9578533621432	19.9594722361751	0.0139765986733098	5.04459354219736	10.0384287505516	20.0368532853748	-0.0261144643948203	0.000795220035099575	-0.00201396220868943	-0.00195885026120024	TRUE	TRUE	TRUE	TRUE	TRUE
20	10000	cavi	0.274999999999977	-0.0262328204729481	5.00118735304235	9.99794015916105	19.9980494779167	-0.065512044991465	4.9613682513068	9.9592491540678	19.9590440200737	0.0130464040455688	5.0410064547779	10.0366311642543	20.0370549357596	-0.0262328204729481	0.00118735304234985	-0.00205984083894961	-0.00195052208329827	TRUE	TRUE	TRUE	TRUE	TRUE
21	10000	gibbs	917.579	-0.0200938575117102	5.02010651682696	9.98897294070177	20.0086779931041	-0.0610019612824825	4.97860275284549	9.94867911506585	19.9684059887584	0.0206599978082245	5.06198258510611	10.0289344902806	20.0480108515806	-0.0200938575117102	0.0201065168269601	-0.0110270592982307	0.00867799310410078	TRUE	TRUE	TRUE	TRUE	TRUE
21	10000	cavi	0.253000000000043	-0.0199427433254227	5.02022298905057	9.98859540700966	20.0081603101852	-0.059250803032957	4.9810943543761	9.9495481632866	19.9688737845444	0.0193653163821117	5.05935162372503	10.0276426507327	20.0474468358259	-0.0199427433254227	0.0202229890505699	-0.0114045929903401	0.00816031018520036	TRUE	TRUE	TRUE	TRUE	TRUE
22	10000	gibbs	915.481	-0.0283964953931142	4.97647927626607	10.0276024648566	19.9743020639655	-0.0682093473683728	4.9346519625744	9.98623777184266	19.9347119771537	0.0113513577719815	5.01885742804671	10.067812853946	20.0144793381908	-0.0283964953931142	-0.0235207237339301	0.0276024648565993	-0.0256979360345007	TRUE	TRUE	TRUE	TRUE	TRUE
22	10000	cavi	0.294999999999959	-0.0285418212060766	4.97605432417072	10.0276955599504	19.9742350450301	-0.0672036170606917	4.93649842766274	9.98851667595819	19.9348455193506	0.0101199746485384	5.0156102206787	10.0668744439427	20.0136245707096	-0.0285418212060766	-0.02394567582928	0.0276955599504003	-0.0257649549699011	TRUE	TRUE	TRUE	TRUE	TRUE
23	10000	gibbs	917.362	0.0035138070905814	4.97535111969383	10.0089569582133	19.9678167014551	-0.0361312061871186	4.93333659466331	9.96725642241419	19.9286753043942	0.0433799702603577	5.0182010629192	10.0496641287861	20.0078611976393	0.0035138070905814	-0.0246488803061702	0.00895695821330023	-0.0321832985449007	TRUE	TRUE	TRUE	TRUE	TRUE
23	10000	cavi	0.248000000000047	0.00321934478874157	4.97496776123416	10.008509817741	19.9680786068419	-0.0359348367219744	4.93573414698329	9.96904392886762	19.9291578347854	0.0423735262994576	5.01420137548503	10.0479757066144	20.0069993788985	0.00321934478874157	-0.0250322387658404	0.00850981774100035	-0.0319213931581004	TRUE	TRUE	TRUE	TRUE	TRUE
24	10000	gibbs	915.434	0.861808301253085	6.91609887550684	14.9878359301801	20.0141926112368	0.0189682762800839	4.95627489545201	10.014473463977	19.956243574827	1.73870049774832	8.91932809174057	19.9907969376574	20.1256409733806	0.861808301253085	1.91609887550684	4.9878359301801	0.0141926112368012	FALSE	TRUE	FALSE	TRUE	FALSE
24	10000	cavi	0.261999999999944	0.053146126754095	4.99107315574279	10.0492964476234	19.9900356697879	0.0140995719655994	4.95201859695871	10.009598346174	19.9510533632398	0.0921926815425906	5.03012771452688	10.0889945490728	20.029017976336	0.053146126754095	-0.00892684425720969	0.0492964476233997	-0.00996433021209953	FALSE	TRUE	FALSE	TRUE	FALSE
25	10000	gibbs	912.359	-0.0489390499189778	5.01482886438101	9.9558067755633	19.9914303488312	-0.0884383845923715	4.97260099598976	9.9155742693649	19.952992379266	-0.00702572392315514	5.05672947611052	9.99616595969863	20.0303190123304	-0.0489390499189778	0.0148288643810099	-0.0441932244367003	-0.00856965116879849	FALSE	TRUE	FALSE	TRUE	FALSE
25	10000	cavi	0.274999999999977	-0.0488721407884965	5.01518447609296	9.95539070243661	19.9914738668808	-0.088196361771439	4.9755916671319	9.91647859515778	19.9525223638387	-0.00954791980555401	5.05477728505401	9.99430280971544	20.0304253699229	-0.0488721407884965	0.0151844760929603	-0.0446092975633903	-0.00852613311920081	FALSE	TRUE	FALSE	TRUE	FALSE
26	10000	gibbs	925.228	0.0222094371328246	5.01164023257895	9.99691067339467	20.0375805015831	-0.0191341873618371	4.97136993432864	9.9555176380875	19.9992435133853	0.0635271496014373	5.05306459741154	10.0384477238513	20.0774300083842	0.0222094371328246	0.0116402325789497	-0.00308932660533046	0.0375805015831006	TRUE	TRUE	TRUE	TRUE	TRUE
26	10000	cavi	0.242000000000075	0.0224748671433772	5.01147220372084	9.99685523144748	20.0378414758173	-0.0170836959950499	4.97293226610743	9.95742386564716	19.9985786048866	0.0620334302818043	5.05001214133424	10.0362865972478	20.0771043467479	0.0224748671433772	0.0114722037208397	-0.00314476855252011	0.0378414758172987	TRUE	TRUE	TRUE	TRUE	TRUE
27	10000	gibbs	912.093	-0.0269752042990098	4.9898766466884	9.99399640306182	19.9743153093431	-0.0674940675160483	4.94781826110087	9.95300700114309	19.9358191394521	0.0137213561517905	5.03232958019845	10.034704829248	20.013660959412	-0.0269752042990098	-0.0101233533115996	-0.00600359693818042	-0.0256846906568988	TRUE	TRUE	TRUE	TRUE	TRUE
27	10000	cavi	0.284999999999968	-0.0268710662775019	4.98957531020151	9.99413701259467	19.974559262986	-0.0661782710397043	4.95060195874981	9.95493274906559	19.9352727372778	0.0124361384847005	5.02854866165322	10.0333412761237	20.0138457886942	-0.0268710662775019	-0.0104246897984899	-0.00586298740532953	-0.0254407370140015	TRUE	TRUE	TRUE	TRUE	TRUE
28	10000	gibbs	917.651	0.00924416444653064	5.02306159049871	10.0004272613234	20.0170769187945	-0.0313001542075653	4.98077553843086	9.95918963640306	19.9776693915146	0.0495766835546879	5.06473151830146	10.0407031781297	20.057411294055	0.00924416444653064	0.0230615904987097	0.00042726132340043	0.0170769187945012	TRUE	TRUE	TRUE	TRUE	TRUE
28	10000	cavi	0.25100000000009	0.00932072600415704	5.02298784937114	10.0002832418324	20.0172018600938	-0.0296212131954369	4.98363425265755	9.96090351918733	19.9781033854981	0.048262665203751	5.06234144608473	10.0396629644775	20.0563003346895	0.00932072600415704	0.0229878493711402	0.000283241832400805	0.0172018600937989	TRUE	TRUE	TRUE	TRUE	TRUE
29	10000	gibbs	911.285	0.0200996024826532	5.01203398096623	9.99722933324876	19.9891304475941	-0.0201822423388622	4.97013446834515	9.9573154536245	19.9484389693689	0.0602934796371883	5.0561384872904	10.0374751279658	20.0286656670297	0.0200996024826532	0.0120339809662298	-0.00277066675124082	-0.0108695524059002	TRUE	TRUE	TRUE	TRUE	TRUE
29	10000	cavi	0.275999999999954	0.0202965589512529	5.01207270609959	9.99692240377711	19.9895725154808	-0.0187636420701528	4.97247472433679	9.95809394257482	19.9502780984773	0.0593567599726586	5.05167068786238	10.0357508649794	20.0288669324842	0.0202965589512529	0.0120727060995902	-0.00307759622289083	-0.0104274845192016	TRUE	TRUE	TRUE	TRUE	TRUE
30	10000	gibbs	911.879	0.00286988158786794	5.0184713753607	9.96664879656489	19.9759225249786	-0.0375863383660084	4.9754330904975	9.92568620370147	19.9368459795148	0.0436871860478903	5.06035886008295	10.0069708029048	20.0151729553502	0.00286988158786794	0.0184713753606998	-0.0333512034351102	-0.0240774750214001	TRUE	TRUE	TRUE	TRUE	TRUE
30	10000	cavi	0.284999999999968	0.00312148086432919	5.01848916702696	9.96686759772034	19.9762626004029	-0.036292485015221	4.97925993048966	9.92818100306222	19.9368092859725	0.0425354467438794	5.05771840356425	10.0055541923785	20.0157159148334	0.00312148086432919	0.01848916702696	-0.0331324022796604	-0.0237373995970991	TRUE	TRUE	TRUE	TRUE	TRUE
31	10000	gibbs	926.06	-0.016562416332526	5.01902619648511	9.99973817008355	19.991930522626	-0.056932730258788	4.97657127471985	9.95960932716189	19.9524275920317	0.0240048817929861	5.06029954772007	10.0395919317951	20.0316889046887	-0.016562416332526	0.0190261964851102	-0.000261829916450296	-0.00806947737400066	TRUE	TRUE	TRUE	TRUE	TRUE
31	10000	cavi	0.213999999999942	-0.01668104954199	5.0188306620298	9.9995230595115	19.9920065798483	-0.0556679169222429	4.97950658645536	9.96078018281447	19.9522705002435	0.0223058178382629	5.05815473760423	10.0382659362085	20.0317426594532	-0.01668104954199	0.0188306620298002	-0.000476940488500333	-0.00799342015169913	TRUE	TRUE	TRUE	TRUE	TRUE
32	10000	gibbs	925.28	0.01416421488532	4.97163204004858	9.96484923488044	19.9950829498486	-0.0263115284521759	4.92856876087057	9.92500075034662	19.9553239090189	0.0547264230284367	5.01301935367645	10.0042599114239	20.0346331331845	0.01416421488532	-0.0283679599514199	-0.0351507651195604	-0.00491705015139843	TRUE	TRUE	TRUE	TRUE	TRUE
32	10000	cavi	0.233999999999924	0.0143326755051256	4.97194351658361	9.96499036948808	19.9950385613758	-0.0248690552528815	4.9329273557281	9.9260972382408	19.9553676496487	0.0535344062631327	5.01095967743912	10.0038835007354	20.0347094731029	0.0143326755051256	-0.0280564834163899	-0.0350096305119205	-0.00496143862419984	TRUE	TRUE	TRUE	TRUE	TRUE
33	10000	gibbs	922.23	0.0258081026505894	5.02010494145024	9.97779074857657	19.9718832130807	-0.0146318364021155	4.97687834541584	9.93802442580345	19.932531464672	0.0657123725435988	5.06307905742568	10.018038219315	20.0117004030822	0.0258081026505894	0.0201049414502403	-0.0222092514234298	-0.0281167869192984	TRUE	TRUE	TRUE	TRUE	TRUE
33	10000	cavi	0.247999999999934	0.0256404270210793	5.02034127651573	9.97768249282429	19.9718367374012	-0.0136465654633562	4.98033394410829	9.93948492955222	19.9324948507578	0.0649274195055149	5.06034860892317	10.0158800560964	20.0111786240446	0.0256404270210793	0.0203412765157296	-0.0223175071757105	-0.0281632625987989	TRUE	TRUE	TRUE	TRUE	TRUE
34	10000	gibbs	912.316	0.572353978024933	6.65523243877119	14.8620300576328	20.0973482291815	-0.0187047522612174	4.99194774039683	9.93102317989376	19.9593408523011	1.21439185207225	8.35657233840497	19.9161842007782	20.317471765023	0.572353978024933	1.65523243877119	4.8620300576328	0.0973482291814989	TRUE	TRUE	TRUE	TRUE	TRUE
34	10000	cavi	6.03899999999999	0.0153631890725447	5.02759594269168	9.96418398451181	19.9926268530498	-0.0238940491490829	4.98855554909765	9.92504500671313	19.9532928910738	0.0546204272941724	5.06663633628571	10.0033229623105	20.0319608150258	0.0153631890725447	0.0275959426916801	-0.0358160154881908	-0.00737314695020075	TRUE	TRUE	TRUE	TRUE	TRUE
35	10000	gibbs	921.672	-0.0287263023382816	5.00070580998175	10.0160459850056	19.9704151165367	-0.0693762260069649	4.95821738940932	9.97643340493097	19.9309646237078	0.0117456472920541	5.04297504417189	10.0563497091622	20.0106204402357	-0.0287263023382816	0.000705809981750072	0.0160459850056007	-0.0295848834633006	TRUE	TRUE	TRUE	TRUE	TRUE
35	10000	cavi	0.251999999999953	-0.0290800657732242	5.00051242406502	10.0160227508064	19.9704167035343	-0.0684102699219726	4.96151889766485	9.97666484361398	19.9313260047009	0.0102501383755242	5.0395059504652	10.0553806579988	20.0095074023678	-0.0290800657732242	0.000512424065020056	0.0160227508063997	-0.0295832964656988	TRUE	TRUE	TRUE	TRUE	TRUE
36	10000	gibbs	907.261	0.000588804702820583	4.97603144858846	10.0000728032732	19.9714584854163	-0.0396318760063346	4.93378065477251	9.95974746002237	19.9317638825926	0.041676335641626	5.01730909013023	10.0398272683895	20.0107624254836	0.000588804702820583	-0.0239685514115404	7.28032732002504e-05	-0.0285415145837007	TRUE	TRUE	TRUE	TRUE	TRUE
36	10000	cavi	0.274999999999977	0.000419303498056942	4.97610329608993	10.0002284140325	19.9711887013123	-0.0388750103316721	4.93686834826788	9.96140273360839	19.9317673255316	0.0397136173277859	5.01533824391198	10.0390540944565	20.010610077093	0.000419303498056942	-0.0238967039100704	0.000228414032500623	-0.0288112986876996	TRUE	TRUE	TRUE	TRUE	TRUE
37	10000	gibbs	919.526	-0.0118539933262194	4.99371198863681	10.007013169341	19.9536036513067	-0.0524860714739017	4.95189483578977	9.96794781556863	19.9140805111778	0.0281212730386794	5.03592327036867	10.0463414222763	19.9926998513193	-0.0118539933262194	-0.00628801136319002	0.00701316934100049	-0.0463963486932997	TRUE	TRUE	TRUE	FALSE	FALSE
37	10000	cavi	0.257000000000062	-0.0117816005737776	4.99382517473233	10.0071125516721	19.9535183137878	-0.0508197875402363	4.95432884419514	9.96851465326949	19.9138555255366	0.0272565863926811	5.03332150526951	10.0457104500747	19.993181102039	-0.0117816005737776	-0.00617482526766988	0.00711255167209934	-0.0464816862121999	TRUE	TRUE	TRUE	FALSE	FALSE
38	10000	gibbs	920.511	-0.0037137653958905	5.00244896691957	10.0071824429998	19.9851878831402	-0.0431192557876503	4.95987294403979	9.96664297576124	19.9458473787249	0.0359483797985575	5.04511976594942	10.0466917893852	20.0250011565281	-0.0037137653958905	0.00244896691957042	0.00718244299980064	-0.014812116859801	TRUE	TRUE	TRUE	TRUE	TRUE
38	10000	cavi	0.259999999999991	-0.00367868705643854	5.00245578112596	10.0074061064302	19.9853003752125	-0.0420939453652902	4.96287622878158	9.96770701286577	19.9461863316622	0.0347365712524131	5.04203533347033	10.0471051999947	20.0244144187627	-0.00367868705643854	0.00245578112595979	0.00740610643019934	-0.0146996247875002	TRUE	TRUE	TRUE	TRUE	TRUE
