i	n	method	time	mu_1	mu_2	mu_3	mu_4
148	100	gibbs	7.843	0.453756605231621	4.79826547387898	9.9512356624284	19.4015979776078
148	100	cavi	0.0310000000000006	0.0898609243703499	4.48537643010487	9.75520477707702	19.3969500338787
149	100	gibbs	7.859	0.306300399325533	5.31817902398793	9.11284724389463	19.5284062954917
149	100	cavi	0.032	0.0376618480526781	5.04762323292768	9.03371379182749	19.437185219931
150	100	gibbs	7.861	0.340459086059762	4.22449449933754	9.83146466762579	19.2851549980562
150	100	cavi	0.0309999999999988	0.103124355681898	4.83394365764257	9.69770962717075	18.9362271562815
151	100	gibbs	7.852	0.166835865699567	5.13603164998712	9.32654167791543	19.0980680230524
151	100	cavi	0.032	0.215391229003888	5.13145194171039	9.1390849507784	19.2683368080066
152	100	gibbs	7.886	0.467460967245212	4.74106937242371	9.51382116410048	19.2804931825065
152	100	cavi	0.032	0.209998992921074	4.72847150612452	9.2762664407308	19.3494403375933
153	100	gibbs	7.835	0.253339706939208	4.71341281209905	10.0890000114154	18.8883737739703
153	100	cavi	0.027000000000001	0.0525959395707173	4.89983701724058	10.0206048248065	18.7973757219224
154	100	gibbs	7.895	-0.183770202352835	4.73964224836182	9.62347807971836	19.3396005326659
154	100	cavi	0.0289999999999999	0.0180137505710842	4.703889475414	9.55253326082352	19.2810767367548
155	100	gibbs	7.873	-0.212513909082724	4.48254586237482	9.18216707024103	20.1207206578283
155	100	cavi	0.0280000000000005	-0.188372239803219	4.85859636273641	9.20224353662072	19.5569269616566
156	100	gibbs	7.839	-0.386115856782853	4.49495556575581	9.43508985053172	18.7958596421646
156	100	cavi	0.0310000000000006	-0.462400291164115	4.69756876558307	9.57428794159232	19.1464046833481
157	100	gibbs	8.002	0.130574653784155	4.94055717806578	9.61025303748296	19.7836238914236
157	100	cavi	0.027000000000001	0.0143495950122835	4.72402884470867	9.62195876416975	19.3795037747632
158	100	gibbs	7.982	-0.153051144895102	4.59344418675748	9.72907461398999	18.4167338361655
158	100	cavi	0.0280000000000005	0.0429341030462991	4.76621264303578	9.76930810480478	18.5911543001659
159	100	gibbs	7.979	0.107201817875262	4.93470299361482	9.40226699023708	19.4711324496521
159	100	cavi	0.0300000000000011	0.243358010426315	4.96152719644582	9.37470769917834	19.327919009306
160	100	gibbs	8.065	0.302264323468802	4.58129147025349	9.58826199918479	18.5619332294727
160	100	cavi	0.0269999999999992	0.266912420682435	4.60814784135622	9.61280729260013	18.9725114012583
161	100	gibbs	7.989	0.04101630009891	5.24675310882421	9.86257445450982	19.4478067134975
161	100	cavi	0.0319999999999983	0.0972995884466	5.01064391207865	9.86831932959618	19.3199475200011
162	100	gibbs	7.993	-0.0408793329000569	4.73813363945911	9.80747437133997	19.3241315836397
162	100	cavi	0.0279999999999987	-0.183686064786109	4.92257907049667	9.6846728293379	19.3117710809977
163	100	gibbs	7.968	0.179825862494485	4.30195758477984	9.77578289662955	18.8486701016212
163	100	cavi	0.0289999999999999	0.202993941928396	4.70073444498753	9.55819935653889	19.1168996642138
164	100	gibbs	7.973	-0.602935703554045	4.67618537796626	9.82684392975152	19.0531949644976
164	100	cavi	0.0289999999999999	-0.466905186836586	4.85487271721788	9.60138911541583	19.1765586980454
165	100	gibbs	7.973	0.254862568076091	4.93667575620152	9.75183178019376	19.1482062193291
165	100	cavi	0.032	0.151726990927892	4.47732901131039	9.54230646252901	19.1972747001181
166	100	gibbs	7.972	0.0473037252404694	4.87468723265314	9.79832858671704	18.8494707159416
166	100	cavi	0.032	-0.284757574435006	4.962335610559	9.52473940554997	19.1048028502826
167	100	gibbs	7.971	-0.00182031995319414	4.49126702553236	10.08492163729	19.3671744119687
167	100	cavi	0.0289999999999999	0.0902796860016515	4.53085608637587	9.83476211010014	19.3178058342921
168	100	gibbs	7.955	0.330659596959845	4.52605605028102	9.37780071847546	19.1887789867566
168	100	cavi	0.0330000000000013	-0.00467893953909171	4.47652734511289	9.63237437572579	19.1222241628791
169	100	gibbs	7.98	-0.274859951454105	4.4418781032291	9.70838312662429	19.1050515708705
169	100	cavi	0.032	-0.069608866417515	4.38682767255597	9.83093681218817	19.0981371790043
170	100	gibbs	7.953	0.169292617924404	4.66612972305747	9.76624248479352	19.1462217729264
170	100	cavi	0.0329999999999995	-0.0819427038777576	4.47043174206916	9.7778619020271	19.2263640916589
171	100	gibbs	8.001	0.0505980499040973	5.0781956638286	9.29336068507412	19.1915965864038
171	100	cavi	0.043000000000001	0.296455522152132	5.1241447229035	9.42476840693249	19.096127897455
172	100	gibbs	11.388	0.0596570368870058	4.35435467305635	10.2968694807618	19.0228084645655
172	100	cavi	0.0449999999999999	0.0594806132929838	4.71040393549057	9.72636128382661	19.3041404040574
173	100	gibbs	11.371	0.416135706926583	4.65059443353889	9.46955669310203	19.2319197828946
173	100	cavi	0.0449999999999999	0.0363164547157902	4.77174361363124	9.66557068921833	19.1027831601059
174	100	gibbs	11.352	-0.609717349374199	4.17703541889869	9.59246034941994	19.4593949136153
174	100	cavi	0.048	-0.367418429782513	3.96618171659682	9.52045548552505	19.7184163060084
175	100	gibbs	11.317	0.523192824999473	4.67655116148724	9.85544545797516	19.317279207647
175	100	cavi	0.0469999999999988	0.241578962252259	4.82563905089234	9.84568668970761	19.4835780193987
176	100	gibbs	11.379	0.205499224261179	4.70718240994233	9.68511800574892	19.0168724761622
176	100	cavi	0.0459999999999994	0.102953189676516	4.62411164294089	9.36993488369436	19.188347675677
177	100	gibbs	11.467	0.274751064585073	4.69293304039286	9.46306945446547	19.4801796135572
177	100	cavi	0.0470000000000006	0.0672481260686072	4.90091181449398	9.47746298336231	19.5336008115356
178	100	gibbs	11.339	-0.494898131209228	4.66289510822447	9.68602057294895	19.3587460726878
178	100	cavi	0.0449999999999999	-0.39910061060043	4.65988571435392	9.57954278920541	19.4526922728232
179	100	gibbs	11.349	0.231902988288511	5.28557426256831	9.82085429356893	19.6729578263911
179	100	cavi	0.0460000000000012	0.130363197807355	5.13140619282945	9.67786545931899	19.6183771309295
180	100	gibbs	11.428	0.24410826500071	4.85612264361944	9.52407837554255	19.4318470486303
180	100	cavi	0.0460000000000012	0.0765834011703622	5.01202427302433	9.70943828090518	19.0654542803279
181	100	gibbs	11.308	-0.186027975530562	4.89888210242229	9.32488996184037	19.1606796272947
181	100	cavi	0.0469999999999988	-0.26255274110286	4.8771693411634	9.46478027808783	19.2766010257622
182	100	gibbs	11.336	0.132980919899111	4.39099675612808	9.89014474904836	19.3753707182416
182	100	cavi	0.0469999999999988	0.0969213960051999	4.67112347327533	9.97195582507604	19.1323354695177
183	100	gibbs	11.396	-0.1304349368531	4.60666622073732	9.67141119874391	18.98140683827
183	100	cavi	0.0460000000000012	-0.131799388245799	4.64932591229437	9.54610639454808	19.1611740306679
184	100	gibbs	11.35	-0.20632929326136	5.20789345350316	9.22853803075578	19.6019445333937
184	100	cavi	0.0460000000000012	-0.126291335905701	4.70948244889087	9.63368884179972	19.4243898618912
185	100	gibbs	11.823	0.140585746442498	4.8423456326056	9.47654173734552	19.1172458429492
185	100	cavi	0.0470000000000006	0.158868111621857	4.74658683411956	9.43018029869125	19.2049438981601
186	100	gibbs	11.527	-0.448593037011831	4.65246587576653	9.41517468911433	19.4604743509582
186	100	cavi	0.0459999999999994	-0.0897232737167054	5.11185904559884	9.37529583409232	19.4439616463101
187	100	gibbs	11.494	-0.350072621814883	5.03853447053659	9.22910766001705	19.6005889704864
187	100	cavi	0.048	-0.308137101859093	5.16745733965118	9.33061791671568	19.2770232431505
188	100	gibbs	11.569	-0.0922480974363482	4.849842439259	9.92512288343475	19.0634178934115
188	100	cavi	0.0460000000000012	-0.0241050477756816	4.84708019923635	9.74596871268254	19.1252391090075
189	100	gibbs	11.531	-0.00591902378797288	4.70203136691597	9.7405680180235	18.9625868874082
189	100	cavi	0.0459999999999994	-0.255750524222628	4.58174568773945	9.69963997282147	19.0287897759378
190	100	gibbs	11.543	-0.0994181867243723	4.89813014086063	9.67607660658277	19.4257676675644
190	100	cavi	0.0459999999999994	-0.0850027800067321	4.73170591620661	9.75189348765151	19.2093065006647
191	100	gibbs	11.487	0.214080473304196	4.24674687058045	9.95666306964729	19.0879093561807
191	100	cavi	0.048	0.140971498381992	4.41133690815441	9.86185560923293	19.3394927494605
192	100	gibbs	11.536	-0.50616855290521	4.88332549080088	9.28537214620811	19.2438546968599
192	100	cavi	0.0460000000000012	-0.274309426672413	4.68202998664673	9.33189024390147	19.2652599781241
193	100	gibbs	11.546	0.0973768033815859	5.16906306280882	9.72318911892082	18.8146158388788
193	100	cavi	0.0459999999999994	-0.0107954445576748	4.74439045212364	9.563477160205	18.9084054311603
194	100	gibbs	11.54	0.281006370312796	4.37274071947055	9.51941732461557	19.4015972221454
194	100	cavi	0.0470000000000006	0.0827309589629407	4.55192340881975	9.2989797568872	19.1125837639936
195	100	gibbs	11.457	0.0750993610645163	4.33204525640181	9.32713950813435	18.8546853190365
195	100	cavi	0.0620000000000012	-0.110198113236962	4.6072739086516	9.47457998863722	19.1547643905541
196	100	gibbs	11.549	0.0117209129317594	4.88497922949504	9.51586368047599	19.2886845617607
196	100	cavi	0.0459999999999994	-0.119811634636879	4.93127812620694	9.43150916824391	19.1008413688038
197	100	gibbs	11.471	0.0902067695741046	4.96702352983304	9.57555438733238	19.2739192944162
197	100	cavi	0.048	0.297631570966995	4.79155324335714	9.56239117121802	19.4036117640577
198	100	gibbs	11.451	-0.256396413581115	4.45642956267785	9.40886647024117	19.8453684881522
198	100	cavi	0.0459999999999994	-0.064139304492967	4.55613928760284	9.3843220260051	19.7088678542773
199	100	gibbs	11.479	-0.0693689752963422	4.93914044659896	9.40783605428223	20.0002752568459
199	100	cavi	0.0449999999999999	-0.15251009377398	4.90291779232489	9.24252889650304	19.4554354730372
200	100	gibbs	11.625	0.597077472415457	4.95209428435348	9.88433566384653	18.9053602551099
200	100	cavi	0.0449999999999999	0.368348435643162	4.91358618686759	9.66852865495831	18.8297515911664
201	100	gibbs	7.857	-0.044626924329091	4.49646957627865	9.07600540578095	19.3392425878612
201	100	cavi	0.032	-0.220855276101827	4.89545074417895	9.51510695219316	19.3883021265539
202	100	gibbs	7.819	0.410862506489618	4.46670697030666	9.6930715736778	18.9880810084579
202	100	cavi	0.032	0.117727405322443	4.61543407272999	9.44892766704125	19.0821761245238
203	100	gibbs	7.878	-0.412761010892667	4.91153339663952	9.11640917455065	18.6956721016913
203	100	cavi	0.032	-0.0764885039302947	4.88519481142406	9.31770062688573	19.0287238275447
204	100	gibbs	7.855	0.0652089357309933	4.48926801742041	9.84734574147777	19.2697297120835
204	100	cavi	0.032	-0.0421257674953047	4.42960255876395	9.6842395324372	19.3555006407873
205	100	gibbs	7.848	-0.207510719237089	4.7480444875288	9.91098754132034	18.8569681030811
205	100	cavi	0.0310000000000006	-0.135345963120192	4.67116318240589	9.62878187881127	19.0088485580097
206	100	gibbs	7.723	-0.530388734164815	4.441697940445	9.64576938197652	19.5367142112204
206	100	cavi	0.0339999999999998	-0.137774824882686	4.85086387186473	9.81229809050818	19.3364700740553
207	100	gibbs	7.757	-0.168091345228116	4.72247880317617	9.65937057473558	19.4704295311109
207	100	cavi	0.032	0.125641686247743	4.68720672446402	9.27962950331479	19.386664570544
208	100	gibbs	7.685	0.132059253431351	4.60087809015368	9.4640875182268	19.543121291868
208	100	cavi	0.032	0.217059031965471	4.42473894926132	9.51353892167376	19.3805270934241
209	100	gibbs	7.613	-0.405258263844557	4.67280666232309	9.66909068384621	19.0327229427164
209	100	cavi	0.032	-0.150184772635572	4.63278463778054	9.4863333845484	19.2953243842908
210	100	gibbs	7.901	0.143000156988517	4.5900934410314	8.81779885466237	19.1246582022961
210	100	cavi	0.0329999999999995	-0.0407719446915665	4.50787755739046	9.42201183188811	19.2079607630253
211	100	gibbs	7.867	-0.214191829558668	5.03149121114095	10.1411707277273	19.6489640389348
211	100	cavi	0.032	-0.234214830516899	5.04869287913208	9.72160896817359	19.7486710483134
212	100	gibbs	7.869	-0.195133339657386	5.42296477877203	9.5619018036641	18.9460245168931
212	100	cavi	0.0329999999999995	-0.0183205700846265	4.9696021132378	9.52163918970148	19.0578761699687
213	100	gibbs	7.868	0.102657983263788	4.96682626443971	9.51835286731383	18.9971904969559
213	100	cavi	0.0309999999999988	0.046600881951409	4.93331437107899	9.50304874166256	19.2583505935178
214	100	gibbs	7.898	-0.336265541182753	5.37374353263373	9.41650026039831	19.2294974823118
214	100	cavi	0.0329999999999995	-0.171789912434497	4.99080868997107	9.70336511090299	19.2445326001718
215	100	gibbs	7.711	0.0238061617674246	4.74517455471009	9.32740825600676	19.0205665271208
215	100	cavi	0.0339999999999998	0.218482473216389	4.79619891657404	9.34472155864279	19.0021018363693
216	100	gibbs	7.876	0.0167812740596129	4.40450856816763	9.32919591941941	18.9106835752142
216	100	cavi	0.0309999999999988	-0.104249482759166	4.76044769061963	9.43038946292808	19.0383051434433
217	100	gibbs	7.884	-0.108318217916757	3.82007964875167	9.39637023244586	18.8964715762373
217	100	cavi	0.032	0.0836501373509923	4.16861465935719	9.34214939819648	18.9564235112966
218	100	gibbs	7.754	0.132781644902196	4.15957601864894	9.99610633707371	18.9219351620221
218	100	cavi	0.0289999999999999	0.0083825944654695	4.54207248037453	9.80409521410272	19.1561031686733
219	100	gibbs	7.765	0.000416742760456473	4.93496079221842	9.35496566363814	19.2213048910371
219	100	cavi	0.0310000000000006	-0.129816669780631	4.93476686727476	9.66558954676611	19.0820744101531
220	100	gibbs	7.773	-0.0600075347226258	4.55252028722216	9.57370210896013	18.6979989686714
220	100	cavi	0.0310000000000006	0.0237623063721162	4.79791038050879	9.7062236161148	18.2162874368357
221	100	gibbs	7.766	-0.506662018000731	4.98240676101125	9.58375885230659	19.3726665986478
221	100	cavi	0.032	-0.0207464783113611	4.87481451712616	9.46323346606653	19.2525874706912
222	100	gibbs	7.802	-0.0261772281869386	4.75863306840699	9.53517548629893	19.625239224107
222	100	cavi	0.0310000000000006	-0.0315591123521039	4.41192947187763	9.41221451528573	19.5214600958102
223	100	gibbs	7.743	0.00491464284865203	3.98299273272421	9.76608393671999	19.30847149327
223	100	cavi	0.0300000000000002	0.0736134966091566	4.30787694083306	9.74226709654455	19.2870157575372
224	100	gibbs	7.739	0.10355581875391	4.23439179675797	9.52898554328372	19.430539650233
224	100	cavi	0.0289999999999999	-0.217736604761853	4.43094763483818	9.41514924900115	19.543548515479
225	100	gibbs	7.683	0.155526747465913	4.07090630185688	9.32790952604466	19.5321223484079
225	100	cavi	0.0259999999999998	0.128298240401613	4.41250655292983	9.37392004924691	19.3786399227463
226	100	gibbs	8.038	0.032506060713763	4.8440003861067	9.13808239444169	18.8845167832913
226	100	cavi	0.032	-0.0149376023891133	4.5583927141534	9.10458926463885	19.1775914177338
227	100	gibbs	8.015	-0.148894496324291	5.19991289563133	9.71074733180807	19.2089434991108
227	100	cavi	0.0330000000000013	-0.14559376922014	4.89996606601656	9.66285199855949	19.3980510253192
228	100	gibbs	7.963	-0.258162133328503	5.32631935854977	9.97708326759628	19.4956429141083
228	100	cavi	0.032	-0.215503670725848	5.11824658374905	9.89611691773478	19.1594580983578
229	100	gibbs	7.989	0.147858665628911	4.7340329150392	9.59259269711433	19.1901263312538
229	100	cavi	0.032	0.162720194669819	4.39234029406242	9.57113911955385	19.0895597779387
230	100	gibbs	8	0.114781740173787	4.54220114065834	9.76239817600031	18.9157339545715
230	100	cavi	0.0299999999999994	0.172179195030657	4.7853826816939	9.49515358364074	18.8408984299969
231	100	gibbs	7.977	0.0295317808392333	5.0047192106814	9.94088707000546	19.0592981091616
231	100	cavi	0.032	-0.0562112641484877	4.87882933063113	9.73981472501345	19.1366889212049
232	100	gibbs	8.004	0.504951900160937	5.02085769586612	9.32140792465446	19.3852132445591
232	100	cavi	0.0289999999999999	0.342132060795263	4.99310213577367	9.71205089515476	19.2576819547278
233	100	gibbs	7.992	-0.266518258035522	4.91407718872067	9.74074020609964	19.5168987483335
233	100	cavi	0.032	-0.154592056154357	4.72924224599452	9.57966507933526	19.3011395254001
234	100	gibbs	7.985	-0.149988897365183	4.64996535735683	9.87757529540513	18.9012818367811
234	100	cavi	0.032	-0.326774855502421	4.63415860518614	9.72806943543326	18.9744087005945
235	100	gibbs	7.937	0.223440872095001	4.41045470571091	9.84526459753757	19.4769066503359
235	100	cavi	0.0299999999999994	-0.109044558903444	4.76374945765171	9.90804573609436	19.3103496685564
236	100	gibbs	7.983	0.0932563882038779	4.92084084203823	9.50683834943856	18.8023850602855
236	100	cavi	0.0310000000000006	0.368409053732402	4.77447433502992	9.54031510274583	19.0329885687609
237	100	gibbs	8.115	-0.026308026399833	4.44913434816979	9.78587117859358	19.2347301021856
237	100	cavi	0.0300000000000011	-0.0482130634246901	4.66813962306114	9.98682409726681	19.0741637288296
238	100	gibbs	7.972	0.417833236634743	4.89642975485464	9.2989546312713	19.2782397877662
238	100	cavi	0.0330000000000013	0.114938540479685	4.76414561289919	9.61227929269141	19.1420818780446
239	100	gibbs	7.99	-0.17185575332247	4.33618740654605	9.67442844530061	18.8102035987556
239	100	cavi	0.0309999999999988	-0.0875899051617739	4.62607331582668	9.65719876848769	19.0487086124774
240	100	gibbs	8.019	0.440605180908064	5.0598933892633	9.18901613773097	19.4250374894632
240	100	cavi	0.0289999999999999	0.163170158981909	5.26410186526359	9.48445894294737	19.2192321678958
241	100	gibbs	8.054	-0.197693005150632	4.55005732600536	9.19985475790539	19.7866687079571
241	100	cavi	0.0310000000000006	-0.103239797349381	4.67435297777679	9.69482515408349	19.4886639062267
242	100	gibbs	7.951	0.0761728300712537	4.54110285253461	9.87547257699461	19.2537142758784
242	100	cavi	0.032	-0.00684480287358942	4.62731502012344	9.47976241796322	19.1189144677753
243	100	gibbs	7.931	-0.00875038465035161	4.88201400442609	9.49519672604376	19.2326930408901
243	100	cavi	0.032	-0.440469097760889	4.52232630325397	9.42116610423295	19.5426105280767
244	100	gibbs	7.986	-0.319777347005377	4.47994828430403	8.80147687650463	18.8954930255066
244	100	cavi	0.032	-0.000550426077413122	4.84063177319553	9.00178848919914	19.077761595035
245	100	gibbs	7.937	-0.16810953758137	4.62920999710964	9.7986805688571	19.3951529325398
245	100	cavi	0.032	-0.131111105017076	4.58318350413887	9.58878821071771	19.4024835997217
246	100	gibbs	7.952	-0.177227903288273	5.11093719213553	9.71379045714717	19.0263817473132
246	100	cavi	0.0310000000000006	-0.186735282634256	4.8157052881457	9.43181036777055	19.2228075354817
247	100	gibbs	7.956	-0.230915008059351	5.05988445126376	9.7636561441531	19.2127917736696
247	100	cavi	0.0300000000000011	0.0268600835490889	5.03825255501244	9.68314096216552	19.06394598732
248	100	gibbs	7.941	-0.436421266653827	4.78786400572289	9.58792199873343	18.929712913297
248	100	cavi	0.032	-0.139294568889925	4.88891877948111	9.67829351361463	18.6861394188447
249	100	gibbs	7.957	0.106725492651193	4.9633809697325	9.9326366708943	19.5669436026694
249	100	cavi	0.0310000000000006	-0.0349727698540781	4.7756092766499	9.77002388000114	19.4147640034787
250	100	gibbs	7.972	0.589788554916379	4.86128488291736	9.47817372941565	19.1344109871276
250	100	cavi	0.0309999999999988	0.269467760957505	4.86109614375771	9.50230805164665	19.1362231943258
251	100	gibbs	7.941	-0.060499202664492	4.47479085098146	9.29772604220433	18.8830684274034
251	100	cavi	0.032	0.0544519612436348	4.76233369634333	9.03944256953539	19.0336546390658
252	100	gibbs	7.959	-0.176885604621663	4.98553124147731	9.58258992547121	19.3530971238916
252	100	cavi	0.0309999999999988	-0.310221422164105	4.66344016059074	9.23245032643801	19.0380485752126
253	100	gibbs	7.877	-0.027726066130326	5.18271426794603	9.63068205854442	19.4325915133871
253	100	cavi	0.0309999999999988	-0.0204491934127897	4.68651687346191	9.70663843774811	19.4660526395346
254	100	gibbs	7.941	0.476723727819867	4.91542868759985	9.30475672899016	19.0411899421702
254	100	cavi	0.0299999999999994	0.25701326450884	4.84617309625985	9.43345551369568	19.1880220932674
255	100	gibbs	8.007	-0.267184737522063	4.77582380217589	9.74070472508372	19.4867440795962
255	100	cavi	0.032	-0.369436936583484	4.69524499407665	9.67659173375039	19.3140014911645
256	100	gibbs	8.015	0.290616890040581	4.48717141586807	9.41710874842467	19.4928548316067
256	100	cavi	0.0329999999999995	0.118702628030525	4.59599995780333	9.47503513242076	19.3536151601235
257	100	gibbs	8.005	-0.0083042636037936	4.71416703329268	9.72875914847053	18.8803510786505
257	100	cavi	0.0310000000000006	-0.112085805703979	4.65107331668577	9.46488455567684	18.7612888854787
258	100	gibbs	8.072	-0.0405486057170477	4.67019697837023	9.4473005249373	19.0897011708089
258	100	cavi	0.0269999999999992	-0.0479754392126115	4.58577192477149	9.57069569463242	19.0931651758736
259	100	gibbs	8.008	0.0998162262906965	5.37047719523496	9.49223492353491	18.311141755808
259	100	cavi	0.0299999999999994	-0.0529440824282986	5.0482787744123	9.74945903696642	18.4130173997795
260	100	gibbs	7.831	-0.405427383145584	4.23070169313465	8.65459764886823	19.4035598405408
260	100	cavi	0.032	-0.0358402112553557	4.50826481500796	9.14500140447856	18.8647518337544
261	100	gibbs	7.98	0.0478517705451039	4.14023833371084	9.1698622718955	18.9198043985769
261	100	cavi	0.0329999999999995	-0.130198965708596	4.3523101514055	9.43381029005658	18.8429858141332
262	100	gibbs	7.995	-0.027473006318937	4.61219304244384	9.82980425918572	19.1712608220632
262	100	cavi	0.0309999999999988	-0.213113177469232	4.86242066714862	9.62054086488605	18.9526633988182
263	100	gibbs	7.985	0.192510149996149	4.37027404449962	9.44660112719143	19.4152957960467
263	100	cavi	0.032	-0.003158033942321	4.69267014719855	9.58589885969021	19.4232212913639
264	100	gibbs	7.995	-0.0442691468276206	4.72036649218705	8.78425537402093	19.1789122115567
264	100	cavi	0.032	0.113021493768108	5.07455351677174	9.05211536675103	19.2365329987523
265	100	gibbs	7.976	-0.103631292789358	4.79780695896198	9.71367198908325	18.7426124959121
265	100	cavi	0.0340000000000007	-0.161360608035344	4.90379124786332	9.65936940166026	18.8437582052442
266	100	gibbs	7.962	-0.0823634019765937	4.58614027171738	9.13289062935934	19.1717977269764
266	100	cavi	0.0280000000000005	-0.0424748032591237	4.61801311565836	9.32538953467169	19.0194749115075
267	100	gibbs	7.97	-0.233812033906498	4.42938149955058	9.11008061673547	19.3744327967371
267	100	cavi	0.032	-0.309455484964017	4.60715351246444	9.47766626635726	19.2183902792049
268	100	gibbs	7.967	-0.478766538057612	4.95704730263346	10.0626585304095	18.9343377774615
268	100	cavi	0.0280000000000005	-0.206869344851707	4.8914863840653	9.91894524013675	18.9429649307055
269	100	gibbs	7.985	0.0295435242564902	4.97997932269336	9.83799217450383	19.6440737696823
269	100	cavi	0.032	0.03577898599423	4.70822817319056	9.64805405003025	19.359080337203
270	100	gibbs	11.397	-0.146392021111298	5.07538797198699	9.58478126178565	19.5782311656888
270	100	cavi	0.0460000000000012	0.0610574312012219	4.60673670367531	9.52739820423758	19.2652730048072
271	100	gibbs	11.329	0.0247988564708277	5.48226279380739	9.39608700223223	19.2626856484264
271	100	cavi	0.0470000000000006	0.0670626283260422	5.09389543358397	9.43860748436772	19.3958369590893
272	100	gibbs	7.892	0.193563778541792	4.62271827141738	9.09640835534659	19.4529202087261
272	100	cavi	0.0330000000000013	0.289067857876811	4.59254888390668	9.10812385023201	19.33667803985
273	100	gibbs	7.879	-0.335499600085322	4.60712678005577	9.47798030575244	19.4007327149895
273	100	cavi	0.0310000000000006	-0.14515030074976	4.60123047074879	9.48403851311802	19.2197335464039
274	100	gibbs	11.321	0.153450794819544	4.34623101931108	9.34403988308494	18.9281817275264
274	100	cavi	0.048	0.265717629331677	4.26996016144999	9.5918902184164	19.2966244175357
275	100	gibbs	11.325	0.007113609294894	4.99583802128964	9.61800088404902	18.9519181212704
275	100	cavi	0.0460000000000012	0.0826260306684303	4.63221363993252	9.23741779394122	19.061952768466
276	100	gibbs	11.332	-0.0985321056494134	4.45838157316039	9.55244068279243	19.3479038318592
276	100	cavi	0.0459999999999994	-0.216343448288595	4.87946890781141	9.6121917528009	19.2294376236709
277	100	gibbs	11.393	0.0633510945226808	4.83825233415543	9.5368102640004	19.1684996735062
277	100	cavi	0.0449999999999999	-0.104898440735698	4.84018905989943	9.3474174179668	19.259939335485
278	100	gibbs	11.383	-0.33327609345152	4.62395715615917	9.65548577307237	19.3388525761337
278	100	cavi	0.0469999999999988	0.00122999204722469	4.85674723458159	9.72393447121675	19.1778149911436
279	100	gibbs	11.422	0.0613527911325351	4.74615236536708	9.0153586339471	19.2985709537395
279	100	cavi	0.048	-0.0108071392417556	4.81264171873387	9.33455337102377	19.6194954280657
280	100	gibbs	11.371	-0.170591528097284	4.86290329711916	9.24480583841697	19.3698445395159
280	100	cavi	0.0460000000000012	-0.155556936358413	4.79302163532649	9.36522866743736	19.343883294705
281	100	gibbs	11.358	0.328261248735749	5.04223318661758	9.22671366595403	19.2998746348192
281	100	cavi	0.0460000000000012	0.0694884574054272	4.90619095555604	9.4329197861024	19.0768439090168
282	100	gibbs	11.412	-0.491352143258787	5.04384679177724	9.97064991536822	19.3950431453558
282	100	cavi	0.0460000000000012	-0.277413469270171	4.75528244271392	10.0829892713597	19.1525648299207
283	100	gibbs	11.346	0.0739652727746467	5.38800181167982	9.05889565722225	18.8492004520189
283	100	cavi	0.0449999999999999	0.289333552661958	5.06017002973949	9.36280323288401	19.1027636349683
284	100	gibbs	11.319	0.256149643056927	5.28529185056545	9.89274348276525	18.9465272393994
284	100	cavi	0.0459999999999994	0.204477658300162	4.92555707336168	9.90640976542496	18.9742754531813
285	100	gibbs	11.411	0.203678926759752	4.74658862603938	10.0576882255383	19.6754585056359
285	100	cavi	0.0459999999999994	0.283705199698212	4.73745954977596	9.57009353566083	19.8687430082494
286	100	gibbs	11.414	-0.00712073204628932	4.88416656493906	9.18003898289067	19.6369591321795
286	100	cavi	0.0449999999999999	-0.240043660546479	4.93759074889387	9.12199890296493	19.3836451947508
287	100	gibbs	11.48	0.281850326815808	4.92596377544694	9.33577767508511	19.4441528826876
287	100	cavi	0.0459999999999994	0.275608326741569	4.8326575592977	9.31188589478684	19.2076060338639
288	100	gibbs	11.395	-0.356092042346261	4.87040248777252	9.57297595834749	19.1563164950464
288	100	cavi	0.0459999999999994	-0.00588588359416069	4.93050565979232	9.37962047956211	19.1336993613818
289	100	gibbs	7.434	0.00924728008018537	5.24787560495436	9.12860554000905	19.4784637310973
289	100	cavi	0.0270000000000001	-0.0873970863638932	4.68554237507613	9.18742735540554	19.3881432097521
290	100	gibbs	11.434	-0.233506882586094	4.60985291430383	9.49318618699178	19.0149418606377
290	100	cavi	0.0459999999999994	-0.358237889142842	4.73693301454743	9.36081175645478	18.9487521682774
291	100	gibbs	11.437	-0.617341013378086	4.59722489050574	9.74770706901884	18.926313937011
291	100	cavi	0.0469999999999988	-0.463555955014528	4.76837818635762	9.70165491592165	19.0202266657791
292	100	gibbs	11.441	-0.24060116235812	4.59087126539453	9.5350834565959	19.2066780861079
292	100	cavi	0.0449999999999999	-0.181658868855112	4.70603754310044	9.63090817648403	19.0657130019674
293	100	gibbs	11.443	-0.380847170999293	4.6570325842994	9.38950007813578	19.1732347872298
293	100	cavi	0.0469999999999988	-0.112315377450249	4.84994258167133	9.3230439053063	19.1506078522691
294	100	gibbs	11.446	-0.399205254641881	4.50441333408339	9.67499305058727	18.7880544731778
294	100	cavi	0.0459999999999994	-0.345764930118034	4.77019556972009	9.72872778762458	18.9760959883802
295	100	gibbs	11.443	-0.7839365632305	4.69612288104992	9.92350015880557	19.1013793816141
295	100	cavi	0.043000000000001	-0.536438348229308	4.80632941950927	9.64546757171987	19.1666762838096
296	100	gibbs	11.45	-0.121009547083498	4.86504635497981	9.46024072289613	19.5445304865191
